evn	rus
матавча̄	изогнутый
матавча̄	отогнутый
матавча̄	согнувшийся
матавча̄	согнутый
матавӯн	дерево
матага̄	водяная крыса
матага̄	крот
матадя-мӣ	бить
матадя-мӣ	гнуть
матак	 незнакомец
матак	6
матак	богатырь
матак	гость
матак	незнакомый
матак	приезжий
матак	пришелец
матак	свойственник
матак	сосед
матак	чужеродец
матак	чужой
матакӣ	 незнакомец
матакӣ	6
матакӣ	богатырь
матакӣ	гость
матакӣ	незнакомый
матакӣ	приезжий
матакӣ	пришелец
матакӣ	свойственник
матакӣ	сосед
матакӣ	чужеродец
матакӣ	чужой
матама̄-	зайти в гости
матама̄-	прийти
матан-	жить по соседству
матан-мӣ	загнуть
матандя-мӣ	загибать
матара-	проходить без дороги
матаӈ-	быть в гостях
матаӈ-	гостить
матаӈ-	проживать с кем-л. по соседству
матаӈа	крот
матаӈдя-мӣ	гостить
математик	математик
математика	математика
математикады	математический
материал	материал
материализм	материализм
материализмава	материализм
материальнэй	материальный
материк	материк
материя	материя
матрос	матрос
матч	матч
маутла̄мат-мӣ	набросить
махорка	махорка
мача̄лэ	корова
мача̄лэ	олень
мача̄лэ-	2
мача̄лэ-	бездельничать
мача̄лэ-	лежать вверх животом
мача̄лэдерӣ	лежебока
мача̄лэды	коровий
мача̄лэе а̄чин	бескоровный
мача̄лэл гулэтын	коровник
мача̄лэтка̄н	телёнок
мача̄лэтка̄н	тёлка
мачака̄-мӣ	съесть
мачака̄-мӣ	уничтожить
мачака̄рэн	съесть
мачалэде-мӣ	бездельничать
мачалэдерӣ эчэ̄ хавалмура	бездельник
мачалэткан уллэн	телятина
мачта	мачта
машина	машина
машинады	машинный
машиналва нэ̄кчэкӣт	гараж
машинист	машинист
машинка	в
машинка	машинка
мая-	не иметь удачи
мая-	перестать попадаться охотнику
мая̄	остатки пищи
мая̄-	оставлять часть пищи до следующего раза
маягас	сиг
маяк	маяк
маяма	несчастливый
маяма	неудачный
маян	«злой рок» охотника
маян	невезение
маян	неудача
маятник	маятник
маёвка	маёвка
маӈа	 упругость
маӈа	жёсткий
маӈа	жёсткость
маӈа	затвердение
маӈа	крепкий
маӈа	крепость
маӈа	непоколебимый
маӈа	нерушимый
маӈа	основательный
маӈа	плотность
маӈа	плотный
маӈа	стойкий
маӈа	твёрдость
маӈа	твёрдый
маӈа	тугой
маӈа	упорный
маӈа-мӣ	отвердеть
маӈав-	затвердеть
маӈав-	огрубеть
маӈавча	затверделый
маӈадя-мӣ	твердеть
маӈал-мӣ	окрепнуть
маӈан	сват
маӈапчу	жёсткий
маӈапчу	жёстко
маӈапчу	плотно
маӈапчу	твёрдо
маӈапчу	твёрдый
маӈапчу	туго
маӈапчу	упруго
маӈапчут	2 ) туго
маӈапчут	жёстко
маӈапчут	плотно
маӈапчут	стойко
маӈапчут	твёрдо
маӈапчут	упруго
маӈара̄	сват
маӈара̄-	сватать
маӈара̄-	свататься
маӈара̄де-мӣ	сватать
маӈара̄н	сватовство
маӈат	жёстко
маӈат	плотно
маӈат	солидно
маӈат	стойко
маӈат	твёрдо
маӈат	туго
маӈат	упруго
маӈат наптакадя-ми	мостить
маӈат-мӣ	затвердеть
маӈахи	твёрдый
маӈи	великан
маӈи	людоед
маӈи	медведь
маӈи	чудовище
маӈимкадя-мӣ	пробовать
маӈича-мӣ	выдержать
маӈича-мӣ	вынести
маӈича-мӣ	вытерпеть
маӈича̄н	выдержка
маӈича̄нмэ	выдержка
маӈичадя-мӣ	выносить
маӈичадярӣ	выносливый
маӈичан	выносливость
маӈмака-	испытывать прочность
маӈмака-	пробовать
маӈра̄н	сватовство
маӈрама̄т-/ч-	свататься
маӈӣ	Волотис и Артур
маӈӣ	великан
маӈӣ	дух  земли
маӈӣ	дух предков
маӈӣ	медведь
маӈӣ	сказочный богатырь
маӈӣча̄-	выдерживать
маӈӣча̄-	выносить
маӈӣча̄-	крепиться
маӈӣча̄-	переносить
маӈӣча̄-	пересилить
маӈӣча̄-	перетерпеть
маӈӣча̄-	потерпеть
маӈӣча̄-	терпеть
маӈӣча̄-	терпеться
маӈӣча̄-	удержаться
маӈӣча̄-	устоять
маӈӣча̄-	утерпеть
маӈӣча̄вкӣ	терпеливый
маӈӣча̄дяна	терпеливо
маӈӣча̄ла̄н	терпеливый
маӈӣча̄н	выдержка
маӈӣча̄н	терпение
маӈӣча̄на̄	 сдержанно
маӈӣча̄на̄	терпеливо
маӈӣча̄нди	терпеливо
маӣн	бог
ме̄вактура̄	боевой
ме̄ван	сердце
ме̄ван дукунэдерэн	сердцебиение
ме̄ван усӣн	сосуд
ме̄вана а̄чин	бессердечный
ме̄ву	азартный
ме̄ву	бесчувственный
ме̄ву	буйный
ме̄ву	сердитый
ме̄ву	строгий
ме̄ву	трудолюбивый
ме̄вӯ	злоба
ме̄вука̄кун	необузданный
ме̄вут	сердито
ме̄вут-мӣ	вспылить
ме̄вуттан	вспылить
ме̄вутча-мӣ	раздражаться
ме̄вучӣ	злой
ме̄вучӣ	крутой
ме̄вучӣ бинэ	сгоряча
ме̄вӯ	вспыльчивый
ме̄вӯ	горячий
ме̄вӯ	яростный
ме̄вӯ	ярость
ме̄ган	сердце
ме̄л-мӣ	пробудиться
ме̄л-мӣ	проснуться
ме̄лан	лосёнок
ме̄лдя-мӣ	просыпаться
ме̄лкидя-мӣ	бредить
ме̄лкитча-мӣ	грезить
ме̄ратча-мӣ	кряхтеть
ме̄рая а̄чин	безмерный
ме̄та	мех
мебель	мебель
мебельды	мебельный
мебельнэй	мебельный
меву	свирепый
медаль	медаль
медицина	медицина
медицӣнады	медицинский
медицӣнскай сестра	медсестра (медицинская сестра)
междунаро̄днай	международный
мелкокалибе̄рнэй	мелкокалиберный
меньшевик	меньшевик
меридиан	меридиан
мероприятие	мероприятие
местнай	местный
местоимение	местоимение
металл	металл
металма	металлический
метеор	метеор
метеорит	метеорит
метеоритыл	метеорит
метеорологӣческай	метеорологический
метеостанция	метеостанция
метод	метод
методика	методика
методӣческаил	методически
методӣческай	методически
меторолог	метеоролог
метр	метр
метро	метро
механизация	механизация
механик	механик
механика	механика
механӣческаил	механический
механӣческай	механический
мӣ-мӣ	заблудитья
мӣ-мӣ	зайти
мӣдя-мӣ	заблуждаться
мӣран	заблудитья
мӣран	зайти
мӣркиде-мӣ	ползать
мӣркиде-мӣ	ползти
мӣркинэ	ползком
мивчэ̄н	ружьё
мигдыде-мӣ	громыхать
мигдыде-мӣ	тарахтеть
мигдыде-мӣ	шуметь
мигдыкэ̄нде-мӣ	шуметь
мигдыл-мӣ	загреметь
мигдыл-мӣ	загрохотать
мигдыл-мӣ	зашуметь
мигдыллэн	загреметь
мигдыллэн	загрохотать
мигдымэ	громкий
мигдымэ	гулкий
мигдымэ	неспокойный
мигдымэмэ	шумный
мигдын	грохот
мигдын	гул
мигдын	шум
мигдынмэ	грохот
мигдынмэ	гул
мигдынмэ	шум
миде-мӣ	резать
мика̄чин	осечка
микроб	микроб
микробил	микроб
микроскоп	микроскоп
микрофон	микрофон
микстура	микстура
микча̄мэт	вскачь
микча̄н	прыжок
микча̄н	скачок
микча̄н-мӣ	перепрыгнуть
микча̄н-мӣ	перескочить
микча̄н-мӣ	подпрыгнуть
микча̄н-мӣ	проскочить
микча̄н-мӣ	прыгнуть
микча̄н-мӣ	вскочить
микча̄н-мӣ	выпрягнуть
микча̄н-мӣ	отпрыгнуть
микча̄н-мӣ	соскочить
микча̄н-мӣ	спрыгнуть
микча̄нде-мӣ	перепрыгивать
микча̄нде-мӣ	перескакивать
микча̄нде-мӣ	подпрыгивать
микча̄нде-мӣ	прыгать
микча̄нде-мӣ	отпрыгивать
микча̄нденэ	вприпрыжку
микча̄ндя-мӣ	выпрыгивать
микча̄нэн	вскочить
микча̄нэн	перепрыгнуть
микча̄нэн	перескочить
микча̄нэн	прыгнуть
микча̄нэн	соскочить
микча̄нэн	спрыгнуть
микчан-мӣ	отскочить
микчандя-мӣ	отскакивать
милиционер	милиционер
милиция	милиция
миллиард	миллиард
миллиардвэ	миллиард
миллиметр	миллиметр
миллион	миллион
милӯндя-мӣ	поблёскивать
милукӣ	беззубый
миля	миля
мими-мӣ	зажмуриться
мими-мӣ	прищуриться
мими-мӣ	сощурить
мимиде-мӣ	жмуриться
мимиде-мӣ	щуриться
мимин-мӣ	поджать
мимирэн	зажмуриться
мимирэн	прищуриться
мимирэн	сощурить
мина	мина
миналва нэде-ми	минировать
минерал	минерал
миникча-мӣ	омрачиться
миникча-мӣ	опечалиться
миникчавка̄н-мӣ	опечалить
миникчадя-мӣ	омрачаться
минилги-мӣ	увести
минимум	минимум
министерство	министерство
министерствовэ	министерство
министр	министр
министрэвэ	министр
министрэды	министерский
министрэдывэ	министерский
минус	минус
минута	минута
минутатыкиндӯ	поминутно
минутатыкиндӯ	ежеминутно
минэ	я
минэ-мӣ	порезаться
минэ-мӣ	вырезать
минэ-мӣ	надрезать
минэ-мӣ	обрезать
минэ̄-мӣ	разрезать
минэ̄де-мӣ	разрезать
минэ̄н	разрез
минэвкӣ	крапива
минэвчэ̄	выкроенный
минэде-мӣ	выкраивать
минэде-мӣ	вырезывать
минэде-мӣ	кроить
минэде-мӣ	обрезать
минэде-мӣ	шинковать
минэмнӣ	резчик
минэн	надрез
минэн	порез
минэн	резьба
минэнэ	вырезка
минэсэмнэл	обрезки
минэты̄-мӣ	разрезать
минэты̄де-мӣ	разрезать
минёр	минёр
минӈи	мой
минӈи дялив	по-моему
мир	мир
мирвэ аявдери	миролюбивый
миркэ̄нчин	дремота
миркэ̄нчэде-мӣ	дремать
мирнай	мирный
мировой	мировой
мирэ	кость
мирэ	плечо
мирэ	февраль
мирэ̄лэ-мӣ	взвалить
мирэ̄чэ̄	замужняя
мирэктурэ̄	плечистый
мирэкэ̄птын	погон
мирэлэ̄-мӣ	перенести
мирэлэ̄де-мӣ	нести
мирэлэ̄син-мӣ	понести
мирэптун	украшение
мирэптын	лямка
мирэсик	приданое
миси-мӣ	изрезать
мисиктэ	горбушка
мисиктэ	клок
мисиктэ	клочок
мисиктэ	кусок
мисиктэ	ломоть
мисиктэ	обрубок
мисиктэкэ̄н	кусочек
мисин	ампутация
мисин-мӣ	перерезать
мисинде-мӣ	ампутировать
мисинде-мӣ	удалять
мисинмэ	ампутация
мисо̄-мӣ (< мис о̄-мӣ	скрыться
мисо̄-мӣ (< мис о̄-мӣ	удалиться
мисо̄-мӣ (<мис о̄-мӣ	исчезнуть
мисо̄дя-мӣ	исчезать
мисо̄дя-мӣ	скрываться
мисо̄ран	исчезнуть
мисо̄ран	скрыться
мисо̄ран	удалиться
миссия	миссия
миссиява	миссия
мисэмнэл	обрезки
мисӣктэ	брусок
мисӣктэ	обломок
митинг	митинг
митнэ-мӣ	подумать
митӈи	наш
митӈивэ	наш
михинде-мӣ	ампутировать
мия-мӣ	сбиться
мия̄-мӣ	опешить
мия̄-мӣ	растеряться
мия̄де-мӣ	сбиваться
мия̄н	растерянность
мия̄рэн	растеряться
миӈавугда	тысячный
миӈан	тысяча
миӈниде-мӣ	ныть
миӈнин	нытьё
миӈнэн	олень
мо̄	бревно
мо̄	дерево
мо̄	древесина
мо̄	пасть
мо̄	полено
мо̄	ствол
мо̄	столб
мо̄ва	бревно
мо̄ва	дерево
мо̄гды	трубка
мо̄дугӣ	барбарис
мо̄дугӣва	барбарис
мо̄дӯдя-мӣ	собирать
мо̄ка̄н	балка
мо̄ка̄н	древко
мо̄ка̄н	жердь
мо̄ка̄н	палка
мо̄ка̄н	факел
мо̄ка̄н нуӈнӣвунэ дярин	указка
мо̄ка̄нмэ	балка
мо̄ка̄нмэ	жердь
мо̄ка̄нмэ	палка
мо̄л	дрова
мо̄л	лес
мо̄ла̄-мӣ	принести
мо̄ла̄-мӣ	наколоть
мо̄ла̄мнӣ	дровосек
мо̄ла̄мнӣ	лесоруб
мо̄ла̄мнӣвэ	дровосек
мо̄ла̄рэн	наколоть
мо̄ла̄рэн	принести
мо̄ла̄син-мӣ	отправиться
мо̄лва балды̄га̄чимнӣ	садовник
мо̄лва балды̄га̄чимнӣ	садовод
мо̄лва балды̄ла̄ткӣт	садоводство
мо̄лва балдывка̄нде-мӣ	разводить
мо̄лва заготовкал	лесозаготовки
мо̄лва эе̄нмукэ̄н	сплав
мо̄лва эе̄нмукӣт	лесосплав
мо̄лда̄мнӣ	лесоруб
мо̄лда̄чимнӣ	столяр
мо̄лдамнӣ	деревообделочник
мо̄ма	бревенчатый
мо̄ма	деревянный
мо̄ма	древесный
мо̄ма идэгэ̄	изделие
мо̄рилка̄нде-мӣ	рябить
мо̄рча̄дя-мӣ	бороться
мо̄са	лес
мо̄сава этэе̄чимнӣ	ленсичий
мо̄саг	лесок
мо̄сады	лесной
мо̄сачӣ	лесистый
мо̄ты	лось
мо̄ты̄	сохатый
мо̄ты̄кса	лосина
мо̄ты̄ма̄-мӣ	убить
мо̄ты̄ма̄н	собака
мо̄ты̄ма̄рэн	убить
мо̄ты̄мӣдя-мӣ	промышлять
мо̄ты̄мӣдя-мӣ	охотиться
мо̄ха	вожжа
мо̄чӣ	полесок
мо̄я а̄чин	безлесый
мо̄ӈи кулика̄н	жук
мобилизация	мобилизация
мобилизованнаил	мобилизованный
мобилизованнай	мобилизованный
мобилизуйдя-ми	мобилизовать
мода	мода
модель	модель
моднай	модный
мозаика	мозаика
моколчи	мышь
мокчоло̄дя-мӣ	изгибаться
молотидя-ми	молотить
молотилка	молотилка
моль	моль
момбокӣ	заяц
момбоко-мӣ	поджать
момбокто	комок
момболодя-мӣ	извиваться
момболӣ	вокруг
момент	момент
монастырь	монастырь
монах	монах
монахил	монах
монго	монгол
монгол	монгол
монголды	монгольский
монгольскай	монгольский
монгон	горло
монополия	монополия
монтаж	монтаж
монумент	монумент
монументальнэй	монументальный
монӈи-мӣ	обмять
монӈи-мӣ	сморщить
монӈидя-ми	мять
мораль	мораль
моральнэй	моральный
моривча̄	складка
морковь	морковь
моркопка	морковь
мородя-мӣ	реветь
мороӈо	морошка
моряк	моряк
москваган	москвич
москваган-аси	москвичка
москвады	московский
москвич	москвич
москвичка	москвичка
москит	москит
московскай	московский
мост бакчан	бык
мост тэкэнин	бык
мостовая	мостовая
мотив	мотив
мотон	даже
мотор	мотор
моторво ӈэнэвэ̄нде-мӣ	запускать
моторичи	моторизованный
моторичи	моторный
моторнай	моторный
мотороллер	мотороллер
мотоцикл	мотоцикл
мотыга	мотыга
мошня	кисет
моён	вышина
моӈго	баркас
моӈго	бот
моӈго	лодка
моӈку	желудок
моӈноко̄тча-мӣ	баловаться
моӈнол-мӣ	взбеситься
моӈнолдё-мӣ	озорничать
моӈнолдё-мӣ	шалить
моӈнолко̄тча-мӣ	дурить
моӈнолко̄чин	баловство
моӈномо	шалун
моӈнон	баловник
моӈнон	болван
моӈнон	глупец
моӈнон	глупый
моӈнон	дурак
моӈнон	дурацкий
моӈнон	неразумный
моӈнон	озорник
моӈнон о̄-мӣ	глупеть
моӈо	плавник
моӈокто	валежник
моӈокто	плавник
моӈон	шея
моӈоптука̄н	кашне
моӈоптука̄нмэ	кашне
моӈоптӯка̄н	шарф
мрамор	мрамор
мраморма	мраморный
мраморнай	мраморный
мрэлэ̄де-мӣ	переносить
мӯ до̄дӯн биси	подводный
мӯ эмэрӣн	прибой
мӯ эмэрӣн	прилив
мӯдэ̄-мӣ	повыситься
мӯдэ̄-мӣ	прибыть
мӯдэ̄вде-мӣ	заливаться
мӯдэ̄де-мӣ	заливать
мӯдэ̄де-мӣ	затапливать
мӯдэ̄де-мӣ	прибывать
мӯдэ̄н	паводок
мӯлэ̄-мӣ	принести
мӯлэ̄кит	прорубь
мӯчӣ	заболоченный
мӯчӣ чэпкэкэ̄	пруд
мӯчу-мӣ	замахнутья
мӯчуран	замахнутья
мувэ дявучавӯн	бак
мугдыде-мӣ	извиваться
мугдылдя-мӣ	виться
мугдырин	волнистый
мугдырин	извилистый
мугдырин	неровный
мугдырин	рябой
мугдыринмэ	извилистый
мугдыринмэ	рябой
мугдэ-мӣ	наклониться
мугдэкэ̄н	пень
мугъя̄н	баки
мудавка̄н-мӣ	прерывать
мудавка̄нэн	прерывать
мудавсипты	последний
мудады	конечный
мудады	предельный
мудамактӯн бидерӣ	предпоследний
мудан	исход
мудан	конец
мудан	кончик
мудан	окончание
мудан	остриё
мудан	предел
мудан	финиш
мудан-ми	миновать
мудана а̄чин	безбрежный
мудана а̄чин	бесконечно
мудана а̄чин	бесконечный
мудана а̄чин	беспредельный
мудандула таӈ-мӣ	дочитать
мудандула̄	дотла
мудандула̄	исчерпывающе
мудандула̄ дев-мӣ	доесть
мудандула̄ дегдэ-мӣ	догореть
мудандула̄ дегдэ̄де-мӣ	догорать
мудандула̄ дукӯ-мӣ	дописать
муданды	окончательный
мудандя-мӣ	истощаться
мудандя-мӣ	кончаться
мудандӯн	наконец
мудандӯн	напоследок
муданкӣт	пункт
муданча̄	истекший
муданӈа	вершина
муданӈа̄	верхушка
мудаӈна	мыс
мудрэт-мӣ	ухитриться
муду-мӣ	перегрызть
мудуде-мӣ	рвать
мудурэ̄н	хитрый
мудурэ̄тчэ-мӣ	хитрить
мудурэн	перегрызть
муды	водный
мудэ	хитрый
мудэ̄-мӣ	затопить
мудэ̄де-мӣ	прибавляться
мудэн	половодье
муе	конец
муе	крайность
муе	окраина
муе	предел
муе	рубеж
муе̄ллэн	водоворот
муеде-мӣ	ненавидеть
муеды	крайний
муее а̄чин	безбрежный
муее а̄чин	бесконечный
муее а̄чин	беспредельный
муел а̄чиртын	безбрежность
мует-мӣ	надоесть
музей	музей
музейды	музейный
музейнай	музейный
музейӈи	музейный
музыка	музыка
музыкальнэил	музыкальный
музыкальнэй	музыкальный
музыкант	музыкант
муикэ̄тчэ-мӣ	блуждать
муикэ̄тчэрӣ	блуждающий
муйктэде-мӣ	кружить
мука	горбатый
муктукӣ	тупой
муктэ	влага
муку-мӣ	закрыть
муку-мӣ	притупить
муку-мӣ	проглотить
мукуде-мӣ	зажимать
мукуде-мӣ	притуплять
мукуптыкӣ	навзничь
мукургэ-мӣ	затупиться
мукургэ-мӣ	притупиться
мукургэде-мӣ	притупляться
мукургэде-мӣ	тупеть
мукурэн	притупить
мукуссэде-мӣ	спорить
мукуты̄-мӣ	затупить
мукуты̄рэн	затупить
мукухин-мӣ	зажать
мукчумэ	круглый
мукчун	конец
мукчэчэ	шарообразный
мукэвкӣ	росомаха
мукэн	вонь
мукэри	бревно
мукэриде-мӣ	катать
мукэрӣ	деревянный
мукэхин-мӣ	проглотить
мукэчӣ	хитрый
мул-ми	расхвораться
мула̄	досадно
мула̄	жаль
мула̄н	жалко
мула̄н	жалость
мула̄н	сожаление
мула̄н!	увы!
мула̄н-мӣ	пожалеть
мула̄н-мӣ	пощадить
мула̄н-мӣ	приласкать
мула̄н-мӣ	сжалиться
мула̄нде-мӣ	беречь
мула̄нде-мӣ	жалеть
мула̄нде-мӣ	сожалеть
мула̄нденэ	неохотно
мула̄нигды	жалкий
мула̄нмэ	сожаление
мула̄нчэ-мӣ	воздержаться
мула̄нэн	пожалеть
мула̄нэн	сжалиться
мулан	досада
муланде-мӣ	отказываться
муланмука̄н-мӣ	разжалобить
мулка̄ча̄н	олень
муллан	расхвораться
мулливкӣ	неловкий
мулливкӣ	непонятливый
мулливкӣ	неспособный
мулливкӣва	неловкий
муллика̄н	неквалифицированный
муллика̄н	неловкий
муллика̄н	неумелый
муллика̄нмэ	неловкий
муллика̄нмэ	неумелый
муллин	неумение
мулта	табун
мултакса	шкура
мулту	слабый
мулту-мӣ	ослабить
мултув-мӣ	перетащить
мултув-мӣ	выпустить
мултув-мӣ	выскользнуть
мултув-мӣ	оторваться
мултув-мӣ	отпустить
мултувде-мӣ	перетаскивать
мултувдя-мӣ	выпускать
мултувран	выскользнуть
мултувран	отпустить
мултуде-мӣ	ослаблять
мултук	мешковатый
мултук	неповоротливый
мултук	нескладный
мултук	слабый
мултулӣ-мӣ	выпрячь
мултулӣдя-мӣ	выпрягать
мултурэн	ослабить
мултэ	слабый
мултэ-мӣ	обессилеть
мултэде-мӣ	слабеть
мултэк	беспомощный
мултэк	неумелый
мултэӈде-мӣ	останавливаться
мулэ̄ӈки	ушат
мумбумэкэ̄н	шарик
мумбэр	круглый
мумнадя-мӣ	теребить
мумнадя-мӣ	терзать
мумнэс	волос
мунда	обычай
мундика	гибкий
мундир	мундир
мунду-мӣ	задумать
мундул-мӣ	задуматься
мундулӣ-мӣ	выдумать
мундулӣдя-мӣ	выдумывать
мундумэ	задумчивый
мундуран	задумать
муниган	болезнь
мункача̄н	лосёнок
мункача̄нмэ	лосёнок
мунма-мӣ	растрепать
мунни-мӣ	посмотреть
мунни-мӣ	всмотреться
мунни-мӣ	осмотреться
мунниде-мӣ	вглядываться
мунниде-мӣ	всматриваться
мунниде-мӣ	оглядываться
мунниде-мӣ	осматриваться
мунниденэ	пристально
муннидя-мӣ	смотреть
муннирэн	всмотреться
муннирэн	осмотреться
муннирэн	посмотреть
муннук	угол
муннука̄ка̄н	зайчик
муннука̄н	заяц
муннука̄н-энӣн	зайчиха
муннука̄нмэ	заяц
муннука̄нӈи	заячий
мунняк	собрание
мунняк	съезд
муну	гнилой
муну	гниль
муну-мӣ	прокиснуть
муну-мӣ	протухнуть
муну-мӣ	испортиться
муну-мӣ	истлеть
муну-мӣ	сгнить
муну-мӣ	скиснуть
мунӯ	загнивание
мунӯвэ	загнивание
мунувэ	гнилой
мунувэ	гниль
мунугӣде-мӣ	квасить
мунуде-мӣ	портиться
мунуде-мӣ	преть
мунуде-мӣ	прокисать
мунуде-мӣ	гнить
мунуде-мӣ	киснуть
мунуде-мӣ	разлагаться
мунуде-мӣ	тухнуть
мунул-мӣ	загнивать
мунул-мӣ	закисать
мунуллан	закисать
мунуллэн	загнивать
мунун	гниение
мунунмэ	гниение
мунурэн	испортиться
мунурэн	истлеть
мунурэн	прокиснуть
мунурэн	протухнуть
мунурэн	сгнить
мунурэн	скиснуть
мунучэ̄	затхлый
мунучэ̄	испорченный
мунучэ̄	несвежий
мунучэ̄	прелый
мунучэ̄	тухлый
мунядя-мӣ	снимать
мунӈи	жила
мунӈи	наш
мунӈивэ	наш
мунӈиктура	жилистый
мунӈэде-мӣ	бегать
мунӈэчин	по-нашему
мунӯде-мӣ	тлеть
мур	кабель
мурбу	куча
мурбукэ̄н	кучка
мурбукэхин-мӣ	сгрудиться
мурбӯ	холм
мургуде-мӣ	судить
мургумэ̄тчэ-мӣ	стыдиться
мургэ	росомаха
мурда̄де-мӣ	ехать
мурдудя-мӣ	нагибаться
мурдук	жердь
мурдук	изгородь
мурдукэ	кабан
мурдуро̄-мӣ (<мурдур о̄-мӣ	нагнуться
мурдуро̄ран	нагнуться
мурив-	гнуться
муриды	конский
муриды	лошадиный
мурикса	шкура
мурилкан	верховой
мурин	конь
мурин	лошадь
муринма	конь
мурир гулэтын	конюшня
мурирва иргичӣмнӣ	конюх
мурисал девгэ̄лтын	фураж
муричӣ	конный
мурла̄н	верховой
мурла̄н	всадник
мурла̄нмэ	всадник
мурла̄сэл	конница
мурла̄ӈэ	извозчик
муруӣ-мӣ	промахнуться
муруӣрэн	промахнуться
мурук	бочка
муруктэ	пятно
муруктэ калтакан	полукруг
мурукэ-мӣ	обвести
мурукэ̄-мӣ	обогнуть
мурукэ̄-мӣ	обойти
мурукэ̄-мӣ	объехать
мурукэ̄-мӣ	окружить
мурукэ̄-мӣ	оцепить
мурукэ̄-мӣ	разрезать
мурукэ̄де-мӣ	обводить
мурукэ̄де-мӣ	обходить
мурукэ̄де-мӣ	объезжать
мурукэ̄де-мӣ	оцеплять
мурукэ̄де-мӣ	разрезать
мурукэ̄синде-мӣ	окружать
мурумэ	круглый
мурче̄н	конный
мурэ̄лӣ	вокруг
мурэ̄лӣ	кругом
мурэ̄лӣ бисӣ	окрестный
мурэ̄лӣ бисӣ бикӣт	окрестность
мурэ̄лӣ бисӣ дуннэ	окружность
мурэкэ̄-мӣ	исколесить
мурэкэде-мӣ	бродить
муссэ-мӣ	запростестовать
муссэ-мӣ	взбунтоваться
муссэ-мӣ	возразить
муссэ-мӣ	воспротивиться
муссэ-мӣ	нагрубить
муссэвкэ̄н-мӣ	рассорить
муссэвкэ̄нде-мӣ	возмущать
муссэде-мӣ	перечить
муссэде-мӣ	прекословить
муссэде-мӣ	протестовать
муссэде-мӣ	противоречить
муссэде-мӣ	бунтовать
муссэде-мӣ	возражать
муссэде-мӣ	оспаривать
муссэде-мӣ	сопротивляться
муссэде-мӣ	упрямиться
муссэдерӣ	бунтовщик
муссэл-мӣ	возмутиться
муссэл-мӣ	восстать
муссэлде-мӣ	возмущаться
муссэмэ	дерзкий
муссэмэ	задорный
муссэмэ̄	спорный
муссэмэ̄т-мӣ	повздорить
муссэмэ̄т-мӣ	поспорить
муссэмэ̄т-мӣ	поссориться
муссэмэ̄т-мӣ	рассориться
муссэмэ̄тчэ-мӣ	препираться
муссэмэ̄тчэ-мӣ	спорить
муссэмэ̄тчэ-мӣ	ссориться
муссэмэ̄тчэ-мӣ	шуметь
муссэмэ̄чивкэ̄н-мӣ	поссорить
муссэмэ̄чин	дискуссия
муссэмэ̄чин	дрязги
муссэмэ̄чин	конфликт
муссэмэ̄чин	неурядица
муссэмэ̄чин	прения
муссэмэ̄чин	препирательство
муссэмэ̄чин	раздор
муссэмэ̄чин	размолвка
муссэмэ̄чин	спор
муссэмэ̄чин	ссора
муссэмэ̄чин	схватка
муссэмэт	дерзко
муссэн	бунт
муссэн	возражение
муссэн	мятеж
муссэн	противоречащий
муссэн	противоречие
муссэн	упрямство
муссэнэ а̄чин	бессловесный
муссэнэ а̄чин	забитый
муссэрӣ	дерзость
мусэмэ̄чил-мӣ	заспорить
муту	лось
мутуча̄	олень
мутэмэ	соболь
мухэ-мӣ	крикнуть
мучу-ми	вернуться
мучу-мӣ	воротиться
мучӯ-мӣ	прийти
мучӯран	прийти
мучӯсин-мӣ	повернуть
мучӯсинан	повернуть
мучӯсиндя-мӣ	поворачивать
мучудя-мӣ	ехать
мучукай	ласточка
мучун	июнь
мучун	период
мучунмэ	июнь
мучунмэ	период
мучусин-мӣ	двинуться
мучусинан	двинуться
мучӯ-мӣ	возвратиться
мучӯ-мӣ	назад
мучӯв-мӣ	вернуть
мучӯв-мӣ	отдать
мучӯвдя-мӣ	отдавать
мучӯвка̄н-мӣ	воротить
мучӯвка̄н-мӣ	отослать
мучӯвка̄нэн	вернуть
мучӯвка̄нэн	воротить
мучӯвкан-мӣ	вернуть
мучӯвран	вернуть
мучӯвран	отдать
мучӯдя-мӣ	возвращаться
мучӯктэ	игла
мучӯнмук	возвращение
мучӯран	вернуться
мучӯран	возвращаться
мучӯран	воротиться
мучӯран	назад
мучӯсивка̄н-мӣ	отозвать
мучӯсивка̄нэн	отозвать
муя̄де-мӣ	ненавидеть
муя̄ллэ	баки
муё	сверстник
муӈгэ-мӣ	засмолить
муӈгэ-мӣ	смолить
муӈи	мускул
муӈи	мышца
муӈивде-мӣ	биться
муӈивэ	мускул
муӈивэ	мышца
муӈиде-мӣ	бить
муӈиктурэ	мускулистый
муӈинэде-мӣ	жить
муӈит-мӣ	растрепать
муӈка	невод
муӈкала̄-мӣ	закинуть
муӈна-мӣ	замучить
муӈнавча	истрёпанный
муӈнавча̄вэ	истрёпанный
муӈнэде-ми	мучить
муӈнэде-ми	мучиться
муӈнэде-мӣ	страдать
муӈнэн	мытарство
муӈулма	беззубый
муӈумэ	круглый
муӈумэкэ̄н	шарик
муӈурэ̄к	горбатый
муӈурэ̄к	горбун
муӈурэ̄к	горбунья
муӈчумэ	шарообразный
муӈэ	сухожилие
муӈӯмэ	шар
муӣ-мӣ	обойти
